"","uID","uLoc","rep","year","height","height_prev","X","Y"
"5490","5189:2075","5189:2075",1,2005,41.3,36,80.5,-96.22
"5491","5189:2075","5189:2075",1,2004,36,19,80.5,-96.22
"5493","5189:2076","5189:2076",1,2007,41.5,35.6,79.31,-105.84
"5494","5189:2076","5189:2076",1,2006,35.6,48.2,79.31,-105.84
"5495","5189:2076","5189:2076",1,2005,48.2,20,79.31,-105.84
"5496","5189:2076","5189:2076",0,2004,20,6,79.31,-105.84
"5498","5189:2077","5189:2077",1,2007,46.1,32.4,79.34,-106.03
"5499","5189:2077","5189:2077",1,2006,32.4,32.6,79.34,-106.03
"5500","5189:2077","5189:2077",1,2005,32.6,9,79.34,-106.03
"5501","5189:2077","5189:2077",0,2004,9,1,79.34,-106.03
"5503","5189:2078","5189:2078",1,2007,41.8,36.3,79.42,-105.85
"5504","5189:2078","5189:2078",1,2006,36.3,44.6,79.42,-105.85
"5505","5189:2078","5189:2078",1,2005,44.6,8,79.42,-105.85
"5506","5189:2078","5189:2078",0,2004,8,5,79.42,-105.85
"5508","5247:2079","5247:2079",1,2004,29,4,100.46,-125.13
"5510","5248:2080","5248:2080",0,2004,20,3,101.21,-125.82
"5512","5248:2081","5248:2081",0,2004,19,3,101.97,-126.29
"5516","5168:2083","5168:2083",1,2004,33,17,108.89,-116.78
"5518","5168:2084","5168:2084",0,2004,1,1,108.78,-116.97
"5520","5169:2085","5169:2085",0,2004,20,3,106.82,-112.56
"5522","5169:2086","5169:2086",1,2004,36,19,104.77,-109.07
"5525","5176:2087","5176:2087",0,2004,8,2,104.06,-98.63
"5528","5176:2088","5176:2088",1,2004,44,20,103.72,-98.69
"5534","5176:2091","5176:2091",1,2007,46.6,38.1,104.64,-99.76
"5535","5176:2091","5176:2091",1,2006,38.1,8.1,104.64,-99.76
"5536","5176:2091","5176:2091",0,2005,8.1,4,104.64,-99.76
"5537","5176:2091","5176:2091",0,2004,4,2,104.64,-99.76
"5543","5176:2094","5176:2094",1,2007,32.3,18.6,105.01,-100.59
"5544","5176:2094","5176:2094",1,2006,18.6,7.8,105.01,-100.59
"5545","5176:2094","5176:2094",0,2005,7.8,3,105.01,-100.59
"5546","5176:2094","5176:2094",0,2004,3,2,105.01,-100.59
"5553","5197:2097","5197:2097",1,2005,31.1,4,34.46,-47.61
"5554","5197:2097","5197:2097",0,2004,4,2,34.46,-47.61
"5556","5197:2098","5197:2098",0,2004,6,3,34.56,-47.5
"5559","5197:2099","5197:2099",1,2005,27.2,6,34.86,-47.98
"5560","5197:2099","5197:2099",0,2004,6,3,34.86,-47.98
"5563","5197:2100","5197:2100",1,2006,51.4,55.6,36.48,-46.13
"5564","5197:2100","5197:2100",1,2005,55.6,26,36.48,-46.13
"5565","5197:2100","5197:2100",1,2004,26,4,36.48,-46.13
"5568","5197:2101","5197:2101",1,2005,33.8,5,37.6,-46.35
"5569","5197:2101","5197:2101",0,2004,5,5,37.6,-46.35
"5572","5197:2102","5197:2102",1,2006,29.1,24.7,36.9,-44.07
"5573","5197:2102","5197:2102",1,2005,24.7,13,36.9,-44.07
"5574","5197:2102","5197:2102",1,2004,13,2,36.9,-44.07
"5577","5197:2103","5197:2103",1,2006,32.1,26.5,36.56,-43.95
"5578","5197:2103","5197:2103",1,2005,26.5,23,36.56,-43.95
"5579","5197:2103","5197:2103",1,2004,23,3,36.56,-43.95
"5582","5197:2104","5197:2104",1,2005,27.8,4,34.63,-47.93
"5583","5197:2104","5197:2104",0,2004,4,3,34.63,-47.93
"5586","5197:2105","5197:2105",1,2005,19.7,4,34.74,-48.08
"5587","5197:2105","5197:2105",0,2004,4,2,34.74,-48.08
"5590","5197:2106","5197:2106",1,2005,43.5,46,34.76,-47.97
"5591","5197:2106","5197:2106",1,2004,46,1,34.76,-47.97
"5593","5197:2107","5197:2107",1,2007,39.5,26.2,34.69,-47.74
"5594","5197:2107","5197:2107",1,2006,26.2,23.6,34.69,-47.74
"5595","5197:2107","5197:2107",1,2005,23.6,4,34.69,-47.74
"5596","5197:2107","5197:2107",0,2004,4,2,34.69,-47.74
"5599","5197:2108","5197:2108",1,2004,30,27,33.06,-45.63
"5604","5197:2110","5197:2110",0,2006,19.6,32,35.93,-52.77
"5605","5197:2110","5197:2110",1,2005,32,23,35.93,-52.77
"5606","5197:2110","5197:2110",0,2004,23,20,35.93,-52.77
"5613","5197:2113","5197:2113",0,2004,2,2,36.52,-51.51
"5616","5197:2114","5197:2114",0,2004,1,2,34.44,-47.93
"5619","5197:2115","5197:2115",0,2004,1,1,34.36,-47.87
"5622","5197:2116","5197:2116",1,2005,26,1,34.38,-47.68
"5623","5197:2116","5197:2116",0,2004,1,1,34.38,-47.68
"5626","5197:2117","5197:2117",1,2005,35.3,3,34.06,-47.59
"5627","5197:2117","5197:2117",0,2004,3,2,34.06,-47.59
"5630","5197:2118","5197:2118",1,2004,11,3,33.78,-46.9
"5633","5197:2119","5197:2119",0,2004,16,2,35.52,-47.68
"5638","5197:2121","5197:2121",0,2004,14,2,36.05,-46.02
"5643","5197:2123","5197:2123",1,2005,49.5,23,36.24,-44.95
"5644","5197:2123","5197:2123",1,2004,23,2,36.24,-44.95
"5647","5197:2124","5197:2124",1,2005,52,16,35.69,-45.89
"5648","5197:2124","5197:2124",1,2004,16,3,35.69,-45.89
"5651","5197:2125","5197:2125",1,2005,32.5,2,35.97,-47.77
"5652","5197:2125","5197:2125",0,2004,2,1,35.97,-47.77
"5655","5197:2126","5197:2126",1,2006,26.8,27.7,36.91,-43.98
"5656","5197:2126","5197:2126",1,2005,27.7,6,36.91,-43.98
"5657","5197:2126","5197:2126",0,2004,6,2,36.91,-43.98
"5660","5197:2127","5197:2127",1,2006,41.6,49.2,36.71,-54.1
"5661","5197:2127","5197:2127",1,2005,49.2,17,36.71,-54.1
"5662","5197:2127","5197:2127",0,2004,17,5,36.71,-54.1
"5665","5197:2128","5197:2128",1,2005,33.6,9,37.1,-52.76
"5666","5197:2128","5197:2128",0,2004,9,8,37.1,-52.76
"5669","5197:2129","5197:2129",1,2005,41.1,27,33.49,-49.95
"5670","5197:2129","5197:2129",1,2004,27,21,33.49,-49.95
"5672","5156:2130","5156:2130",1,2004,32,13,76.82,-157
"5674","5156:2131","5156:2131",1,2004,11,4,75.65,-156.51
"5676","5156:2132","5156:2132",0,2004,1,1,75.66,-156.43
"5678","5156:2133","5156:2133",0,2004,5,2,75.58,-156.42
"5680","5156:2134","5156:2134",0,2004,3,2,73.98,-154.02
"5684","5156:2136","5156:2136",0,2004,14,2,73.8,-155.23
"5686","5152:2137","5152:2137",0,2004,11,2,85.8,-162.89
"5688","5152:2138","5152:2138",0,2004,2,1,86.29,-163.14
"5694","5152:2141","5152:2141",0,2004,2,1,89.39,-165.51
"5696","5152:2142","5152:2142",0,2004,20,3,89.47,-164.38
"5698","5152:2143","5152:2143",1,2004,48,30,91.42,-166.38
"5700","5152:2144","5152:2144",0,2004,10,1,88.12,-165.84
"5702","5152:2145","5152:2145",1,2004,24,4,90.64,-166.38
"5704","5152:2146","5152:2146",0,2004,9,4,94.01,-164.24
"5706","5152:2147","5152:2147",0,2004,7,4,94.11,-164.29
"5708","5152:2148","5152:2148",0,2004,9,3,91.92,-169.17
"5710","5152:2149","5152:2149",0,2004,3,1,91.85,-169.45
"5712","5152:2150","5152:2150",0,2004,4,2,91.85,-169.53
"5714","5152:2151","5152:2151",0,2004,9,3,96.32,-167.17
"5716","5152:2152","5152:2152",0,2004,3,3,96.07,-167.97
"5718","5149:2153","5149:2153",0,2004,8,4,107.7,-161.96
"5720","5149:2154","5149:2154",0,2004,13,6,106.27,-160.76
"5722","5134:2155","5134:2155",1,2004,27,5,93.89,-182.13
"5725","5203:2156","5203:2156",1,2004,31,4,39.65,38.91
"5727","5203:2157","5203:2157",1,2007,19.7,24.5,38.58,39.5
"5728","5203:2157","5203:2157",1,2006,24.5,42,38.58,39.5
"5729","5203:2157","5203:2157",1,2005,42,29,38.58,39.5
"5730","5203:2157","5203:2157",1,2004,29,2,38.58,39.5
"5734","5110:2159","5110:2159",1,2004,32,7,16.04,-334.05
"5738","5189:201","5189:201",1,2006,30.1,31.9,81.12,-97.15
"5739","5189:201","5189:201",1,2005,31.9,6,81.12,-97.15
"5759","5176:220","5176:220",1,2005,33.4,10,106.25,-99.22
"5761","5217:288","5217:288",1,2007,53.8,47,14.63,-22.17
"5762","5217:288","5217:288",1,2006,47,35.5,14.63,-22.17
"5763","5217:288","5217:288",1,2005,35.5,7,14.63,-22.17
"5769","5212:295","5212:295",1,2007,50.2,48.1,-8.6,-13.25
"5770","5212:295","5212:295",1,2006,48.1,47.4,-8.6,-13.25
"5771","5212:295","5212:295",1,2005,47.4,10,-8.6,-13.25
"5777","5203:299","5203:299",1,2007,18.3,16.3,37.66,39.73
"5778","5203:299","5203:299",1,2006,16.3,36,37.66,39.73
"5779","5203:299","5203:299",1,2005,36,29,37.66,39.73
"5781","5209:300","5209:300",1,2007,22.2,17.6,14.19,6.98
"5782","5209:300","5209:300",1,2006,17.6,38,14.19,6.98
"5783","5209:300","5209:300",1,2005,38,4,14.19,6.98
"5785","5198:2501","5198:2501",1,2007,49.2,39.6,35.73,-31.2
"5786","5198:2501","5198:2501",1,2006,39.6,47,35.73,-31.2
"5787","5198:2501","5198:2501",1,2005,47,6,35.73,-31.2
"5790","5219:2502","5219:2502",1,2005,37.6,29,22.69,-27.92
"5793","5219:2503","5219:2503",1,2006,24,23,22.42,-28.91
"5794","5219:2503","5219:2503",1,2005,23,7,22.42,-28.91
"5797","5219:2504","5219:2504",1,2006,44.2,45.5,22.11,-29.74
"5798","5219:2504","5219:2504",1,2005,45.5,30,22.11,-29.74
"5800","5213:2505","5213:2505",1,2007,26.1,31.3,-11.72,-14.02
"5801","5213:2505","5213:2505",1,2006,31.3,33.6,-11.72,-14.02
"5802","5213:2505","5213:2505",1,2005,33.6,9,-11.72,-14.02
"5804","5212:2506","5212:2506",1,2007,41.2,49.8,-8.34,-14.62
"5805","5212:2506","5212:2506",1,2006,49.8,48.5,-8.34,-14.62
"5806","5212:2506","5212:2506",1,2005,48.5,19,-8.34,-14.62
"5808","5212:2507","5212:2507",1,2007,30.4,46.7,-7.35,-12.68
"5809","5212:2507","5212:2507",1,2006,46.7,41,-7.35,-12.68
"5810","5212:2507","5212:2507",1,2005,41,18,-7.35,-12.68
"5812","5212:2508","5212:2508",1,2007,44.9,39.4,-6.4,-11.99
"5813","5212:2508","5212:2508",1,2006,39.4,35.5,-6.4,-11.99
"5814","5212:2508","5212:2508",1,2005,35.5,6,-6.4,-11.99
"5820","5212:2511","5212:2511",1,2007,37,40.1,-5.09,-8.05
"5821","5212:2511","5212:2511",1,2006,40.1,23.2,-5.09,-8.05
"5822","5212:2511","5212:2511",0,2005,23.2,6,-5.09,-8.05
"5825","5212:2512","5212:2512",1,2006,36.1,28,-4.65,-7.65
"5826","5212:2512","5212:2512",1,2005,28,20,-4.65,-7.65
"5828","5212:2513","5212:2513",1,2007,32,33.9,-4.83,-7.09
"5829","5212:2513","5212:2513",1,2006,33.9,25.1,-4.83,-7.09
"5830","5212:2513","5212:2513",1,2005,25.1,8,-4.83,-7.09
"5832","5212:2514","5212:2514",1,2007,35.4,43.2,-5.43,-8
"5833","5212:2514","5212:2514",1,2006,43.2,43.1,-5.43,-8
"5834","5212:2514","5212:2514",1,2005,43.1,7,-5.43,-8
"5837","5212:2515","5212:2515",1,2006,43.6,32.9,-5.76,-7.67
"5838","5212:2515","5212:2515",1,2005,32.9,4,-5.76,-7.67
"5841","5212:2516","5212:2516",1,2005,27.5,13,-5.99,-8.22
"5846","5212:2519","5212:2519",1,2007,41.1,36.5,-6.04,-6.8
"5847","5212:2519","5212:2519",1,2006,36.5,20.9,-6.04,-6.8
"5848","5212:2519","5212:2519",1,2005,20.9,4,-6.04,-6.8
"5851","5212:2520","5212:2520",1,2006,41.4,36.1,-5.94,-6.73
"5852","5212:2520","5212:2520",1,2005,36.1,13,-5.94,-6.73
"5855","5212:2521","5212:2521",1,2006,35.6,31.2,-5.8,-6.55
"5856","5212:2521","5212:2521",1,2005,31.2,7,-5.8,-6.55
"5858","5212:2522","5212:2522",1,2007,30.7,29.9,-6.35,-6.05
"5859","5212:2522","5212:2522",1,2006,29.9,35.2,-6.35,-6.05
"5860","5212:2522","5212:2522",1,2005,35.2,7,-6.35,-6.05
"5863","5212:2523","5212:2523",1,2006,42.8,45.7,-6.65,-5.94
"5864","5212:2523","5212:2523",1,2005,45.7,16,-6.65,-5.94
"5866","5212:2524","5212:2524",1,2007,43.4,41.3,-6.82,-6.2
"5867","5212:2524","5212:2524",1,2006,41.3,40.6,-6.82,-6.2
"5868","5212:2524","5212:2524",1,2005,40.6,7,-6.82,-6.2
"5871","5212:2525","5212:2525",1,2006,37.6,39,-6.89,-6.01
"5872","5212:2525","5212:2525",1,2005,39,12,-6.89,-6.01
"5874","5212:2526","5212:2526",1,2007,38.5,35.1,-6.9,-5.14
"5875","5212:2526","5212:2526",1,2006,35.1,36.3,-6.9,-5.14
"5876","5212:2526","5212:2526",1,2005,36.3,17,-6.9,-5.14
"5878","5212:2527","5212:2527",0,2007,14.9,31.6,-6.79,-5.19
"5879","5212:2527","5212:2527",1,2006,31.6,35.8,-6.79,-5.19
"5880","5212:2527","5212:2527",1,2005,35.8,9,-6.79,-5.19
"5883","5212:2528","5212:2528",0,2006,4.1,37.1,-6.63,-4.85
"5884","5212:2528","5212:2528",1,2005,37.1,16,-6.63,-4.85
"5886","5212:2529","5212:2529",1,2007,47,34.9,-5.88,-4.87
"5887","5212:2529","5212:2529",1,2006,34.9,33.1,-5.88,-4.87
"5888","5212:2529","5212:2529",1,2005,33.1,12,-5.88,-4.87
"5890","5212:2530","5212:2530",1,2007,27.6,22,-6.02,-5.54
"5891","5212:2530","5212:2530",1,2006,22,28.3,-6.02,-5.54
"5892","5212:2530","5212:2530",1,2005,28.3,6,-6.02,-5.54
"5894","5212:2531","5212:2531",1,2007,38.5,32.6,-5.48,-5.65
"5895","5212:2531","5212:2531",1,2006,32.6,21,-5.48,-5.65
"5896","5212:2531","5212:2531",1,2005,21,3,-5.48,-5.65
"5898","5212:2532","5212:2532",1,2007,28.1,29.1,-5.06,-5.58
"5899","5212:2532","5212:2532",1,2006,29.1,33,-5.06,-5.58
"5900","5212:2532","5212:2532",1,2005,33,4,-5.06,-5.58
"5903","5212:2533","5212:2533",1,2005,46.5,33,-4.8,-5.26
"5909","5212:2536","5212:2536",1,2007,38.5,19.5,-4.37,-6.48
"5910","5212:2536","5212:2536",0,2006,19.5,18,-4.37,-6.48
"5911","5212:2536","5212:2536",1,2005,18,3,-4.37,-6.48
"5914","5212:2537","5212:2537",0,2005,16,16,-2.13,-8.22
"5917","5212:2538","5212:2538",1,2005,19,2,-3.34,-6.82
"5919","5212:2539","5212:2539",1,2007,43.6,32.1,-3.12,-7.07
"5920","5212:2539","5212:2539",1,2006,32.1,25,-3.12,-7.07
"5921","5212:2539","5212:2539",1,2005,25,9,-3.12,-7.07
"5923","5212:2540","5212:2540",1,2007,31.9,27.2,-2.79,-7.27
"5924","5212:2540","5212:2540",1,2006,27.2,27,-2.79,-7.27
"5925","5212:2540","5212:2540",1,2005,27,3,-2.79,-7.27
"5927","5212:2541","5212:2541",0,2007,21.1,32.3,-2.74,-7.17
"5928","5212:2541","5212:2541",1,2006,32.3,27.5,-2.74,-7.17
"5929","5212:2541","5212:2541",1,2005,27.5,4,-2.74,-7.17
"5931","5212:2542","5212:2542",1,2007,35.4,41.6,-3.06,-7.01
"5932","5212:2542","5212:2542",1,2006,41.6,23,-3.06,-7.01
"5933","5212:2542","5212:2542",1,2005,23,1,-3.06,-7.01
"5935","5212:2543","5212:2543",1,2007,26.6,31.5,-2.73,-7.03
"5936","5212:2543","5212:2543",1,2006,31.5,18,-2.73,-7.03
"5937","5212:2543","5212:2543",0,2005,18,1,-2.73,-7.03
"5939","5212:2544","5212:2544",0,2007,19.4,27.5,-2.87,-7.01
"5940","5212:2544","5212:2544",1,2006,27.5,10,-2.87,-7.01
"5941","5212:2544","5212:2544",0,2005,10,2,-2.87,-7.01
"5943","5212:2545","5212:2545",1,2007,31.4,21.1,-2.87,-6.93
"5944","5212:2545","5212:2545",0,2006,21.1,9,-2.87,-6.93
"5945","5212:2545","5212:2545",0,2005,9,1,-2.87,-6.93
"5947","5212:2546","5212:2546",1,2007,36.1,10,-2.74,-6.93
"5948","5212:2546","5212:2546",0,2006,10,24,-2.74,-6.93
"5949","5212:2546","5212:2546",1,2005,24,4,-2.74,-6.93
"5952","5212:2547","5212:2547",1,2005,26,4,-3.3,-7.85
"5955","5212:2548","5212:2548",1,2006,27,33,-1.35,-10.11
"5956","5212:2548","5212:2548",1,2005,33,9,-1.35,-10.11
"5958","5237:2549","5237:2549",1,2007,55.2,34.9,19.68,-21.78
"5959","5237:2549","5237:2549",1,2006,34.9,54.2,19.68,-21.78
"5960","5237:2549","5237:2549",1,2005,54.2,37,19.68,-21.78
"5962","5217:2550","5217:2550",1,2007,40.5,32.1,14.5,-22.62
"5963","5217:2550","5217:2550",1,2006,32.1,40.5,14.5,-22.62
"5964","5217:2550","5217:2550",1,2005,40.5,9,14.5,-22.62
"5966","5236:2551","5236:2551",1,2007,49,42.6,26.16,-10.95
"5967","5236:2551","5236:2551",1,2006,42.6,43.4,26.16,-10.95
"5968","5236:2551","5236:2551",1,2005,43.4,26,26.16,-10.95
"5971","5236:2552","5236:2552",1,2005,33.6,10,28.81,-10.4
"5974","5236:2553","5236:2553",1,2006,50.1,41.6,28.45,-10.52
"5975","5236:2553","5236:2553",1,2005,41.6,18,28.45,-10.52
"5978","5236:2554","5236:2554",0,2006,32.2,28.1,28.46,-10.43
"5979","5236:2554","5236:2554",1,2005,28.1,23,28.46,-10.43
"5982","5236:2555","5236:2555",1,2006,39.3,28.5,28.5,-10.41
"5983","5236:2555","5236:2555",1,2005,28.5,19,28.5,-10.41
"5985","5199:2556","5199:2556",1,2007,65.8,50.4,33.26,-9.42
"5986","5199:2556","5199:2556",1,2006,50.4,47.6,33.26,-9.42
"5987","5199:2556","5199:2556",1,2005,47.6,22,33.26,-9.42
"5990","5199:2557","5199:2557",1,2006,44.5,37,31.53,-10.34
"5991","5199:2557","5199:2557",1,2005,37,13,31.53,-10.34
"5995","5209:2559","5209:2559",1,2007,44.6,39.7,20.03,3.58
"5996","5209:2559","5209:2559",1,2006,39.7,42,20.03,3.58
"5997","5209:2559","5209:2559",1,2005,42,21,20.03,3.58
"5999","5209:2560","5209:2560",1,2007,61.1,31.1,19.83,3.19
"6000","5209:2560","5209:2560",0,2006,31.1,21,19.83,3.19
"6001","5209:2560","5209:2560",0,2005,21,3,19.83,3.19
"6004","5209:2561","5209:2561",1,2006,52.2,48,18.95,3.44
"6005","5209:2561","5209:2561",1,2005,48,12,18.95,3.44
"6007","5209:2562","5209:2562",1,2007,18,20.6,16.78,5.13
"6008","5209:2562","5209:2562",1,2006,20.6,40.5,16.78,5.13
"6009","5209:2562","5209:2562",1,2005,40.5,5,16.78,5.13
"6011","5209:2563","5209:2563",1,2007,17.8,8.6,15.79,5.61
"6012","5209:2563","5209:2563",0,2006,8.6,28,15.79,5.61
"6013","5209:2563","5209:2563",1,2005,28,6,15.79,5.61
"6015","5209:2564","5209:2564",1,2007,24.6,8.1,15.48,5.89
"6016","5209:2564","5209:2564",0,2006,8.1,21,15.48,5.89
"6017","5209:2564","5209:2564",1,2005,21,2,15.48,5.89
"6019","5209:2565","5209:2565",1,2007,24.2,37.2,15.34,5.61
"6020","5209:2565","5209:2565",1,2006,37.2,35,15.34,5.61
"6021","5209:2565","5209:2565",1,2005,35,3,15.34,5.61
"6023","5209:2566","5209:2566",1,2007,48.5,37.6,14.14,7.79
"6024","5209:2566","5209:2566",1,2006,37.6,45.5,14.14,7.79
"6025","5209:2566","5209:2566",1,2005,45.5,11,14.14,7.79
"6030","5203:2568","5203:2568",1,2006,41.7,45,41.1,36.89
"6031","5203:2568","5203:2568",1,2005,45,9,41.1,36.89
"6034","5203:2569","5203:2569",1,2006,33.1,51,40.26,37.17
"6035","5203:2569","5203:2569",1,2005,51,19,40.26,37.17
"6038","5203:2570","5203:2570",0,2006,2,7,38.48,38.71
"6039","5203:2570","5203:2570",0,2005,7,18,38.48,38.71
"6046","5203:2573","5203:2573",1,2005,34,11,37.83,39.67
"6052","5203:2576","5203:2576",1,2007,33.4,49.9,35.36,37.03
"6053","5203:2576","5203:2576",1,2006,49.9,50,35.36,37.03
"6054","5203:2576","5203:2576",1,2005,50,16,35.36,37.03
"6056","5203:2577","5203:2577",1,2007,30.1,23,24.73,36.55
"6057","5203:2577","5203:2577",1,2006,23,10,24.73,36.55
"6058","5203:2577","5203:2577",0,2005,10,2,24.73,36.55
"6061","5203:2578","5203:2578",0,2005,30.5,41,27.48,40.42
"6064","5203:2579","5203:2579",1,2005,25.5,53,27.59,40.13
"6066","5203:2580","5203:2580",1,2007,46.3,28.3,27.94,39.97
"6067","5203:2580","5203:2580",1,2006,28.3,21,27.94,39.97
"6068","5203:2580","5203:2580",1,2005,21,72,27.94,39.97
"6070","5203:2581","5203:2581",1,2007,45.6,35.1,27.72,38.73
"6071","5203:2581","5203:2581",1,2006,35.1,51,27.72,38.73
"6072","5203:2581","5203:2581",1,2005,51,27,27.72,38.73
"6075","5203:2582","5203:2582",1,2006,24.9,17,27.82,37.72
"6076","5203:2582","5203:2582",0,2005,17,5,27.82,37.72
"6078","5203:2583","5203:2583",1,2007,37.7,30.2,27.48,38.2
"6079","5203:2583","5203:2583",0,2006,30.2,17,27.48,38.2
"6080","5203:2583","5203:2583",0,2005,17,5,27.48,38.2
"6082","5203:2584","5203:2584",0,2007,15.4,36.2,27.77,38.15
"6083","5203:2584","5203:2584",1,2006,36.2,25,27.77,38.15
"6084","5203:2584","5203:2584",0,2005,25,15,27.77,38.15
"6086","5203:2585","5203:2585",1,2007,40.7,50.8,27.79,38.21
"6087","5203:2585","5203:2585",1,2006,50.8,24.5,27.79,38.21
"6088","5203:2585","5203:2585",0,2005,24.5,13,27.79,38.21
"6090","5203:2586","5203:2586",1,2007,33.6,24.4,27.85,38.26
"6091","5203:2586","5203:2586",0,2006,24.4,32,27.85,38.26
"6092","5203:2586","5203:2586",0,2005,32,9,27.85,38.26
"6094","5203:2587","5203:2587",1,2007,22.7,20.7,27.87,38.13
"6095","5203:2587","5203:2587",0,2006,20.7,26,27.87,38.13
"6096","5203:2587","5203:2587",0,2005,26,6,27.87,38.13
"6098","5203:2588","5203:2588",0,2007,11.2,5.1,28.06,38.12
"6099","5203:2588","5203:2588",0,2006,5.1,4,28.06,38.12
"6100","5203:2588","5203:2588",0,2005,4,2,28.06,38.12
"6102","5203:2589","5203:2589",1,2007,22.1,25,27.99,38.05
"6103","5203:2589","5203:2589",1,2006,25,25,27.99,38.05
"6104","5203:2589","5203:2589",1,2005,25,5,27.99,38.05
"6106","5203:2590","5203:2590",1,2007,39.9,30.5,28.01,38.08
"6107","5203:2590","5203:2590",0,2006,30.5,31,28.01,38.08
"6108","5203:2590","5203:2590",1,2005,31,4,28.01,38.08
"6110","5203:2591","5203:2591",1,2007,37.1,40.4,28.76,38.87
"6111","5203:2591","5203:2591",1,2006,40.4,37,28.76,38.87
"6112","5203:2591","5203:2591",1,2005,37,18,28.76,38.87
"6114","5203:2592","5203:2592",1,2007,39.2,40.6,28.5,38.34
"6115","5203:2592","5203:2592",1,2006,40.6,17,28.5,38.34
"6116","5203:2592","5203:2592",0,2005,17,3,28.5,38.34
"6118","5203:2593","5203:2593",0,2007,22.1,35.1,29.7,36.33
"6119","5203:2593","5203:2593",1,2006,35.1,39,29.7,36.33
"6120","5203:2593","5203:2593",1,2005,39,6,29.7,36.33
"6124","5203:2594","5203:2594",1,2005,26,9,30.35,35.89
"6126","5203:2595","5203:2595",1,2007,43.1,30.6,30.32,36.33
"6127","5203:2595","5203:2595",1,2006,30.6,42,30.32,36.33
"6128","5203:2595","5203:2595",1,2005,42,13,30.32,36.33
"6130","5203:2596","5203:2596",1,2007,21.7,21,31.48,36.55
"6131","5203:2596","5203:2596",1,2006,21,34,31.48,36.55
"6132","5203:2596","5203:2596",1,2005,34,14,31.48,36.55
"6135","5202:2597","5202:2597",1,2005,26,45,39.49,29.49
"6142","5202:2600","5202:2600",1,2005,53,32,40.02,27.56
"6148","5225:2631","5225:2631",1,2007,39.7,18.3,55.04,-96.94
"6149","5225:2631","5225:2631",1,2006,18.3,31.2,55.04,-96.94
"6150","5225:2631","5225:2631",1,2005,31.2,17,55.04,-96.94
"6152","5225:2632","5225:2632",1,2007,28,21.6,55.24,-97.04
"6153","5225:2632","5225:2632",1,2006,21.6,33.2,55.24,-97.04
"6154","5225:2632","5225:2632",1,2005,33.2,30,55.24,-97.04
"6156","5225:2633","5225:2633",1,2007,54.1,36.8,55.43,-97.12
"6157","5225:2633","5225:2633",1,2006,36.8,44.7,55.43,-97.12
"6158","5225:2633","5225:2633",1,2005,44.7,31,55.43,-97.12
"6160","5220:2634","5220:2634",1,2007,51.9,45.9,23.05,-49.67
"6161","5220:2634","5220:2634",1,2006,45.9,44.4,23.05,-49.67
"6162","5220:2634","5220:2634",1,2005,44.4,8,23.05,-49.67
"6164","5220:2635","5220:2635",1,2007,50.6,51.1,22.63,-49.82
"6165","5220:2635","5220:2635",1,2006,51.1,53.6,22.63,-49.82
"6166","5220:2635","5220:2635",1,2005,53.6,29,22.63,-49.82
"6168","5234:2636","5234:2636",1,2007,58.9,57.9,22.49,1.84
"6169","5234:2636","5234:2636",1,2006,57.9,60.2,22.49,1.84
"6170","5234:2636","5234:2636",1,2005,60.2,15,22.49,1.84
"6173","5234:2637","5234:2637",1,2006,40.6,46.2,-1.48,-7.55
"6174","5234:2637","5234:2637",1,2005,46.2,17,-1.48,-7.55
"6179","5204:2639","5204:2639",1,2007,25.4,32.4,23.42,44.13
"6180","5204:2639","5204:2639",1,2006,32.4,32,23.42,44.13
"6181","5204:2639","5204:2639",1,2005,32,32,23.42,44.13
"6183","5204:2640","5204:2640",1,2007,51.1,39.5,23.91,45.53
"6184","5204:2640","5204:2640",1,2006,39.5,46,23.91,45.53
"6185","5204:2640","5204:2640",1,2005,46,26,23.91,45.53
"6187","5204:2641","5204:2641",1,2007,56.9,37.6,26.43,42.71
"6188","5204:2641","5204:2641",1,2006,37.6,35,26.43,42.71
"6189","5204:2641","5204:2641",1,2005,35,15,26.43,42.71
"6191","5204:2642","5204:2642",1,2007,52.6,38,26.27,42.11
"6192","5204:2642","5204:2642",1,2006,38,36,26.27,42.11
"6193","5204:2642","5204:2642",1,2005,36,45,26.27,42.11
"6195","5189:2643","5189:2643",1,2007,39.9,52.2,80.93,-100.32
"6196","5189:2643","5189:2643",1,2006,52.2,47.5,80.93,-100.32
"6197","5189:2643","5189:2643",1,2005,47.5,10,80.93,-100.32
"6199","5189:2644","5189:2644",1,2007,42,43.3,81.86,-93.72
"6200","5189:2644","5189:2644",1,2006,43.3,34.5,81.86,-93.72
"6201","5189:2644","5189:2644",1,2005,34.5,36,81.86,-93.72
"6203","5189:2645","5189:2645",1,2007,38.4,34.7,80.83,-94.52
"6204","5189:2645","5189:2645",1,2006,34.7,41,80.83,-94.52
"6205","5189:2645","5189:2645",1,2005,41,14,80.83,-94.52
"6207","5177:2646","5177:2646",1,2007,43.1,27.9,110.89,-92.06
"6208","5177:2646","5177:2646",1,2006,27.9,41.6,110.89,-92.06
"6209","5177:2646","5177:2646",1,2005,41.6,30,110.89,-92.06
"6211","5177:2647","5177:2647",1,2007,33.5,28.6,113.12,-92.37
"6212","5177:2647","5177:2647",1,2006,28.6,40.1,113.12,-92.37
